Chebyshev,Triweight,1  ,0.8968073263414781
Chebyshev,Triweight,2  ,0.9598161492298873
Chebyshev,Triweight,3  ,0.9645219415937899
Chebyshev,Triweight,4  ,0.9645191313086499
Chebyshev,Triweight,5  ,0.9658647087046422
Chebyshev,Triweight,6  ,0.9667253871417105
Chebyshev,Triweight,7  ,0.9654524668847008
Chebyshev,Triweight,8  ,0.9654606507641684
Chebyshev,Triweight,9  ,0.965037419404414
Chebyshev,Triweight,10 ,0.9651183519065074
Chebyshev,Triweight,11 ,0.9659754463845242
Chebyshev,Triweight,12 ,0.9651104145031744
Chebyshev,Triweight,13 ,0.9646849621356549
Chebyshev,Triweight,14 ,0.9651080882729567
Chebyshev,Triweight,15 ,0.9646946419389679
Chebyshev,Triweight,16 ,0.96515618551964
Chebyshev,Triweight,17 ,0.9647798145148743
Chebyshev,Triweight,18 ,0.9643579318105651
Chebyshev,Triweight,19 ,0.9643471498106007
Chebyshev,Triweight,20 ,0.9630950740197178
Chebyshev,Triweight,21 ,0.9635104641132437
Chebyshev,Triweight,22 ,0.9634660967226727
Chebyshev,Triweight,23 ,0.9630075335471
Chebyshev,Triweight,24 ,0.9621629336991395
Chebyshev,Triweight,25 ,0.9613183079245211
Chebyshev,Triweight,26 ,0.9604590403180312
Chebyshev,Triweight,27 ,0.9600107058870424
Chebyshev,Triweight,28 ,0.9591730635557882
Chebyshev,Triweight,29 ,0.9587048026654923
Chebyshev,Triweight,30 ,0.9587048026654923
Chebyshev,Triweight,31 ,0.9582921222063174
Chebyshev,Triweight,32 ,0.9587227009590829
Chebyshev,Triweight,33 ,0.9587227009590829
Chebyshev,Triweight,34 ,0.9586958652202335
Chebyshev,Triweight,35 ,0.9586958652202335
Chebyshev,Triweight,36 ,0.9586958652202335
Chebyshev,Triweight,37 ,0.9582849842391514
Chebyshev,Triweight,38 ,0.9582849842391514
Chebyshev,Triweight,39 ,0.9586983062677855
Chebyshev,Triweight,40 ,0.9578233143115255
Chebyshev,Triweight,41 ,0.9574128904907181
Chebyshev,Triweight,42 ,0.9569550768098564
Chebyshev,Triweight,43 ,0.9556973213067609
Chebyshev,Triweight,44 ,0.9556973213067609
Chebyshev,Triweight,45 ,0.9552569087404007
Chebyshev,Triweight,46 ,0.9552602106946062
Chebyshev,Triweight,47 ,0.9543999115972022
Chebyshev,Triweight,48 ,0.9544384740112469
Chebyshev,Triweight,49 ,0.9536161236650754
Chebyshev,Triweight,50 ,0.9531667689347306
Chebyshev,Triweight,51 ,0.9527020696214624
Chebyshev,Triweight,52 ,0.9522739057882553
Chebyshev,Triweight,53 ,0.9514602586879395
Chebyshev,Triweight,54 ,0.9510350984988447
Chebyshev,Triweight,55 ,0.9501937259561489
Chebyshev,Triweight,56 ,0.9488594625915591
Chebyshev,Triweight,57 ,0.9480503273322182
Chebyshev,Triweight,58 ,0.9471968070406708
Chebyshev,Triweight,59 ,0.9471968070406708
Chebyshev,Triweight,60 ,0.947207125601893
Chebyshev,Triweight,61 ,0.9467844872390453
Chebyshev,Triweight,62 ,0.9463626699930607
Chebyshev,Triweight,63 ,0.9463626699930607
Chebyshev,Triweight,64 ,0.9459416637225878
Chebyshev,Triweight,65 ,0.945528222579625
Chebyshev,Triweight,66 ,0.945528222579625
Chebyshev,Triweight,67 ,0.9450507906814734
Chebyshev,Triweight,68 ,0.9450507906814734
Chebyshev,Triweight,69 ,0.944619341191951
Chebyshev,Triweight,70 ,0.9441790595425851
Chebyshev,Triweight,71 ,0.9446115608709542
Chebyshev,Triweight,72 ,0.9446115608709542
Chebyshev,Triweight,73 ,0.9446115608709542
Chebyshev,Triweight,74 ,0.9446115608709542
Chebyshev,Triweight,75 ,0.9437713418203229
Chebyshev,Triweight,76 ,0.9437713418203229
Chebyshev,Triweight,77 ,0.9437713418203229
Chebyshev,Triweight,78 ,0.9433523952061711
Chebyshev,Triweight,79 ,0.9433523952061711
Chebyshev,Triweight,80 ,0.9424579105388724
Chebyshev,Triweight,81 ,0.9420310687591904
Chebyshev,Triweight,82 ,0.9416134416700697
Chebyshev,Triweight,83 ,0.9403461797833165
Chebyshev,Triweight,84 ,0.9403461797833165
Chebyshev,Triweight,85 ,0.9403227103212114
Chebyshev,Triweight,86 ,0.9399051202432828
Chebyshev,Triweight,87 ,0.9394882567079822
Chebyshev,Triweight,88 ,0.9394882567079822
Chebyshev,Triweight,89 ,0.939458680424347
Chebyshev,Triweight,90 ,0.939458680424347
Chebyshev,Triweight,91 ,0.939458680424347
Chebyshev,Triweight,92 ,0.9382028416318451
Chebyshev,Triweight,93 ,0.9377871922245008
Chebyshev,Triweight,94 ,0.9377871922245008
Chebyshev,Triweight,95 ,0.9373463997143073
Chebyshev,Triweight,96 ,0.9373463997143073
Chebyshev,Triweight,97 ,0.9373463997143073
Chebyshev,Triweight,98 ,0.9373463997143073
Chebyshev,Triweight,99 ,0.9373722384107073
Chebyshev,Triweight,100,0.9378149802452617
Chebyshev,Triweight,101,0.9364487181563586
Chebyshev,Triweight,102,0.9364487181563586
Chebyshev,Triweight,103,0.9351216410693167
Chebyshev,Triweight,104,0.9351216410693167
Chebyshev,Triweight,105,0.9351216410693167
Chebyshev,Triweight,106,0.9351216410693167
Chebyshev,Triweight,107,0.9351216410693167
Chebyshev,Triweight,108,0.9351216410693167
Chebyshev,Triweight,109,0.9351216410693167
Chebyshev,Triweight,110,0.9351216410693167
Chebyshev,Triweight,111,0.9355419173449753
Chebyshev,Triweight,112,0.9355419173449753
Chebyshev,Triweight,113,0.9355419173449753
Chebyshev,Triweight,114,0.9351258265411132
Chebyshev,Triweight,115,0.9351258265411132
Chebyshev,Triweight,116,0.9351258265411132
Chebyshev,Triweight,117,0.9347104212329456
Chebyshev,Triweight,118,0.9347104212329456
Chebyshev,Triweight,119,0.9347104212329456
Chebyshev,Triweight,120,0.9347104212329456
Chebyshev,Triweight,121,0.9338490033241162
Chebyshev,Triweight,122,0.9334342736493743
Chebyshev,Triweight,123,0.9334342736493743
Chebyshev,Triweight,124,0.9334284728977715
